Date,Close,High,Low,Open,Volume
2020-03-13,67.10293579,67.5736756,61.06301878,63.94538104,370732000
2020-03-16,58.47034454,62.54281681,57.93684118,58.40757727,322423600
2020-03-17,61.04128647,62.18794936,57.55059039,59.74977633,324056000
2020-03-18,59.5470047,60.35087885,57.24160039,57.88132192,300233600
2020-03-19,59.09075165,61.03646337,58.56690647,59.72081496,271857200
2020-03-20,55.33935165,60.79265702,55.04000992,59.67012829,401693200
2020-03-23,54.1637001,55.1606977,51.32479638,55.05930868,336752800
2020-03-24,59.59768677,59.79322298,56.56083083,57.05812136,287531200
2020-03-25,59.26938629,62.34245171,58.97487374,60.53192552,303602000
2020-03-26,62.38832855,62.44626304,59.47217348,59.51079893,252087200
2020-03-27,59.80532074,61.76792923,59.63875169,61.01475128,204216800
2020-03-30,61.51202774,61.68342585,60.20603387,60.52951737,167976400
2020-03-31,61.3864975,63.36600556,60.83368508,61.70273919,197002000
2020-04-01,58.15651703,60.04187774,57.7268191,59.50596169,176218400
2020-04-02,59.12694931,59.18005837,57.18847977,58.01890828,165934000
2020-04-03,58.27722168,59.31284111,57.68819653,58.61277241,129880000
2020-04-06,63.36117935,63.51567377,60.2012083,60.56813898,201820400
2020-04-07,62.62730026,65.58932555,62.52349854,65.37205653,202887200
2020-04-08,64.23023224,64.54405385,63.06184016,63.42635444,168895200
2020-04-09,64.69373322,65.19585671,63.89952086,64.86513504,161834800
2020-04-13,65.96350098,66.07213549,64.17228391,64.77096719,131022800
2020-04-14,69.29488373,69.58457093,67.12225185,67.59299171,194994800
2020-04-15,68.66238403,69.12104913,67.74505384,68.17233531,131154400
2020-04-16,69.20797729,69.57249898,68.16028688,69.37454632,157125200
2020-04-17,68.26890564,69.27073604,66.83496829,68.72516178,215250000
2020-04-20,66.85186768,67.99853427,66.83255864,67.09810395,130015200
2020-04-21,64.7854538,66.92911798,64.07572694,66.6949563,180991600
2020-04-22,66.65149689,67.08602017,65.71002487,66.05039726,116862400
2020-04-23,66.39320374,68.01543554,66.35457829,66.59598179,124814400
2020-04-24,68.30994415,68.31960235,66.86876506,66.9170487,126161200
2020-04-27,68.35823059,68.6889522,67.58091105,68.02750162,117087600
2020-04-28,67.25017548,69.00035063,67.15844835,68.81929803,112004800
2020-04-29,69.45901489,69.92733816,68.53202656,68.73480457,137280800
2020-04-30,70.92435455,71.10058178,69.60870973,69.99736588,183064000
2020-05-01,69.78251648,72.17965164,69.00519686,69.10175679,240616800
2020-05-04,70.76985931,70.89780289,69.11866006,69.80666159,133568000
2020-05-05,71.83202362,72.66245224,71.08367131,71.22851488,147751200
2020-05-06,72.57312775,73.20318728,72.14825527,72.53208591,142333600
